order_no,status,datetime,outlet,service_type,service_number,sale_date,shift,terminal,placed_by,closed_by,table_info,items,discount_type,discount_amount,total
006676,Completed,02-06-2024 07:08:16 PM,Default Outlet,Dine-in,# 17,02-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 7,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 1),,,425.00
006675,Completed,02-06-2024 07:07:14 PM,Default Outlet,Dine-in,# 19,02-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 3),,,475.00
006674,Completed,02-06-2024 07:05:30 PM,Default Outlet,Delivery,# 15,02-06-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006673,Completed,02-06-2024 07:04:19 PM,Default Outlet,Dine-in,# 14,02-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006672,Completed,02-06-2024 06:53:30 PM,Default Outlet,Dine-in,# 16,02-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Chowmein 1:2 (qty: 2),,,360.00
006671,Completed,02-06-2024 06:53:15 PM,Default Outlet,Dine-in,# 13,02-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006670,Completed,02-06-2024 06:50:38 PM,Default Outlet,Dine-in,# 10,02-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,Corridor Special Pasta (qty: 1) | Soft Drinks (qty: 2),,,300.00
006669,Completed,02-06-2024 06:38:18 PM,Default Outlet,Dine-in,# 12,02-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,Chicken Sausage Offer (qty: 1) + 12” (৳399.00) | Fried Chicken 6pcs (qty: 1) | Soft Drinks (qty: 2),,,749.00
006668,Completed,02-06-2024 06:30:29 PM,Default Outlet,Delivery,# 7,02-06-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006667,Completed,02-06-2024 05:22:32 PM,Default Outlet,Takeaway,# 6,02-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 2),,,450.00
006666,Completed,02-06-2024 05:03:32 PM,Default Outlet,Dine-in,# 4,02-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Chowmein 1:2 (qty: 1) | Soft Drinks (qty: 3) | Mixed Pasta (qty: 1),,,485.00
006665,Completed,02-06-2024 03:32:22 PM,Default Outlet,Dine-in,# 3,02-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 2),,,450.00
006664,Completed,02-06-2024 01:38:46 PM,Default Outlet,Delivery,# 2,02-06-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006663,Completed,01-06-2024 10:43:57 PM,Default Outlet,Delivery,# 25,01-06-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage Offer (qty: 1) + 9” (৳299.00) | Chicken Pop (qty: 1) | Regular Pasta (qty: 1),,,649.00
006662,Completed,01-06-2024 09:48:52 PM,Default Outlet,Dine-in,# 23,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,Corridor Special Pizza (qty: 1) + Large (৳680.00) | BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Chocolate Cold Coffee (qty: 2) | B.B.Q Meat Box (qty: 1) | Soft Drinks (qty: 1) | Fresh Water (qty: 1),,,"1,413.00"
006661,Completed,01-06-2024 09:44:44 PM,Default Outlet,Dine-in,# 22,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,Chicken Chowmein 1:2 (qty: 1) | Chicken Shawarma (qty: 1) | Classic Meat Box (qty: 1) | Fresh Water (qty: 1),,,519.00
006660,Completed,01-06-2024 09:41:38 PM,Default Outlet,Delivery,# 24,01-06-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (৳199.00),,,199.00
006659,Completed,01-06-2024 08:43:09 PM,Default Outlet,Dine-in,# 21,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Soft Drinks (qty: 3) + 9” (৳299.00) | Potato Masala Wedges (qty: 1) | BBQ Chicken Offer (qty: 1) | Fresh Water (qty: 1),,,484.00
006658,Completed,01-06-2024 08:22:09 PM,Default Outlet,Delivery,# 20,01-06-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Shawarma (qty: 1) | Potato Masala Wedges (qty: 1),,,240.00
006657,Completed,01-06-2024 08:11:26 PM,Default Outlet,Dine-in,# 18,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Soft Drinks (qty: 3),,,474.00
006656,Completed,01-06-2024 08:09:36 PM,Default Outlet,Dine-in,# 17,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ &amp; Sausage Mixed 12” (qty: 1) | Fresh Water (qty: 1),,,420.00
006655,Completed,01-06-2024 07:43:38 PM,Default Outlet,Dine-in,# 16,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Soft Drinks (qty: 1) | Fresh Water (qty: 1),,,344.00
006654,Completed,01-06-2024 07:42:34 PM,Default Outlet,Dine-in,# 15,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 2,Four Season (qty: 1) + Large (৳620.00) | Fresh Water (qty: 1),,,640.00
006653,Completed,01-06-2024 07:40:48 PM,Default Outlet,Dine-in,# 14,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | French Fry (qty: 1) | Chocolate Cold Coffee (qty: 3) | Soft Drinks (qty: 1),,,784.00
006652,Completed,01-06-2024 07:11:13 PM,Default Outlet,Delivery,# 12,01-06-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006651,Completed,01-06-2024 06:58:55 PM,Default Outlet,Dine-in,# 13,01-06-2024,Default Shift,Default Terminal,Admin,Admin,,Soft Drinks (qty: 1),,,25.00
006650,Completed,01-06-2024 06:58:26 PM,Default Outlet,Dine-in,# 11,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage Offer (qty: 1) + 6” (৳199.00),,,199.00
006649,Completed,01-06-2024 06:51:31 PM,Default Outlet,Dine-in,# 9,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (৳199.00),,,199.00
006648,Completed,01-06-2024 06:49:51 PM,Default Outlet,Dine-in,# 7,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,Red Chilli Pasta (qty: 1) + 12” (৳399.00) | BBQ Chicken Offer (qty: 1) | Fresh Water (qty: 2),,,619.00
006647,Completed,01-06-2024 06:46:06 PM,Default Outlet,Dine-in,# 8,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006646,Completed,01-06-2024 06:39:45 PM,Default Outlet,Delivery,# 10,01-06-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage (qty: 1) + Small (৳230.00),,,200.00
006645,Completed,01-06-2024 06:23:18 PM,Default Outlet,Delivery,# 6,01-06-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006644,Completed,01-06-2024 06:02:44 PM,Default Outlet,Dine-in,# 4,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Regular Pasta (qty: 1) + 6” (৳199.00) | Chocolate Cold Coffee (qty: 3) | BBQ Chicken Offer (qty: 1),,,639.00
006643,Completed,01-06-2024 05:58:03 PM,Default Outlet,Delivery,# 5,01-06-2024,Default Shift,Default Terminal,Admin,Admin,,Delicious Pepperoni (qty: 1) + Large (৳490.00) | Chicken Pop (qty: 1),,,640.00
006642,Completed,01-06-2024 05:22:41 PM,Default Outlet,Takeaway,# 3,01-06-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006641,Completed,01-06-2024 04:42:23 PM,Default Outlet,Dine-in,# 2,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,Chocolate Cold Coffee (qty: 2),,,160.00
006640,Completed,01-06-2024 04:36:16 PM,Default Outlet,Dine-in,# 1,01-06-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Soft Drinks (qty: 2) + 9” (৳299.00) | BBQ Chicken Offer (qty: 1) | Fresh Water (qty: 1),,,369.00
006639,Completed,31-05-2024 10:17:34 PM,Default Outlet,Delivery,# 30,31-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (৳199.00),,,199.00
006638,Completed,31-05-2024 10:14:45 PM,Default Outlet,Dine-in,# 29,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ &amp; Sausage Mixed 12” (qty: 1) | Fresh Water (qty: 1),,,420.00
006637,Completed,31-05-2024 10:01:01 PM,Default Outlet,Dine-in,# 28,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ &amp; Sausage Mixed 12” (qty: 2) | Soft Drinks (qty: 6),,,950.00
006636,Completed,31-05-2024 09:47:17 PM,Default Outlet,Delivery,# 27,31-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006635,Completed,31-05-2024 09:31:21 PM,Default Outlet,Delivery,# 24,31-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Large (৳480.00) | Regular Pasta (qty: 2),,,750.00
006634,Completed,31-05-2024 09:27:24 PM,Default Outlet,Dine-in,# 26,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006633,Completed,31-05-2024 09:25:15 PM,Default Outlet,Dine-in,# 25,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 2,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006632,Completed,31-05-2024 09:08:40 PM,Default Outlet,Dine-in,# 23,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 5,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 2) | Fresh Water (qty: 1),,,470.00
006631,Completed,31-05-2024 09:02:50 PM,Default Outlet,Dine-in,# 19,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 7,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 2),,,450.00
006630,Completed,31-05-2024 09:02:03 PM,Default Outlet,Dine-in,# 20,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 1),,,425.00
006629,Completed,31-05-2024 09:01:07 PM,Default Outlet,Dine-in,# 21,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ &amp; Sausage Combo Offer 9” (qty: 1) | Soft Drinks (qty: 3),,,674.00
006628,Completed,31-05-2024 08:59:45 PM,Default Outlet,Dine-in,# 22,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Soft Drinks (qty: 2),,,349.00
006627,Completed,31-05-2024 08:54:25 PM,Default Outlet,Dine-in,# 17,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 1),,,425.00
006626,Completed,31-05-2024 08:39:26 PM,Default Outlet,Dine-in,# 18,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Soft Drinks (qty: 2),,,449.00
006625,Completed,31-05-2024 08:36:16 PM,Default Outlet,Dine-in,# 16,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Mexican Hot (qty: 1) + Small (৳250.00),,,250.00
006624,Completed,31-05-2024 08:27:18 PM,Default Outlet,Delivery,# 14,31-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1) | Naga Meat Box (qty: 1),,,629.00
006623,Completed,31-05-2024 08:14:46 PM,Default Outlet,Dine-in,# 15,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 5,Naga Spicy Chicken (qty: 1) + Small (৳280.00) | Chicken Pop (qty: 1),,,430.00
006622,Completed,31-05-2024 08:09:26 PM,Default Outlet,Dine-in,# 12,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 2,B.B.Q Meat Box (qty: 1),,,229.00
006621,Completed,31-05-2024 08:04:57 PM,Default Outlet,Takeaway,# 13,31-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006620,Completed,31-05-2024 08:02:41 PM,Default Outlet,Dine-in,# 10,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ &amp; Sausage Mixed 12” (qty: 1) | Fresh Water (qty: 1),,,420.00
006619,Completed,31-05-2024 08:01:56 PM,Default Outlet,Dine-in,# 11,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ &amp; Sausage Mixed 12” (qty: 2) | Fresh Water (qty: 2),,,840.00
006618,Completed,31-05-2024 07:51:59 PM,Default Outlet,Dine-in,# 8,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006617,Completed,31-05-2024 07:29:11 PM,Default Outlet,Dine-in,# 7,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 4),,,500.00
006616,Completed,31-05-2024 07:11:19 PM,Default Outlet,Delivery,# 9,31-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006615,Completed,31-05-2024 06:55:47 PM,Default Outlet,Delivery,# 5,31-05-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Chowmein 1:2 (qty: 2),,,360.00
006614,Completed,31-05-2024 06:50:26 PM,Default Outlet,Delivery,# 6,31-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006613,Completed,31-05-2024 06:37:45 PM,Default Outlet,Dine-in,# 3,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ &amp; Sausage Mixed 12” (qty: 1) + Medium (৳390.00) | Delicious Pepperoni (qty: 1) | Soft Drinks (qty: 3),,,865.00
006612,Completed,31-05-2024 06:23:01 PM,Default Outlet,Dine-in,# 4,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 6” (৳199.00),,,199.00
006611,Completed,31-05-2024 05:48:09 PM,Default Outlet,Dine-in,# 2,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (৳299.00),,,299.00
006610,Completed,31-05-2024 05:47:09 PM,Default Outlet,Dine-in,# 1,31-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 2),,,450.00
006609,Completed,30-05-2024 10:59:43 PM,Default Outlet,Takeaway,# 25,30-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Large (৳480.00) | Mexican Hot (qty: 1) + Large (৳490.00),,,800.00
006608,Completed,30-05-2024 10:46:37 PM,Default Outlet,Dine-in,# 24,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Sausage Offer (qty: 1) + 9” (৳299.00) | Soft Drinks (qty: 2),,,349.00
006607,Completed,30-05-2024 10:05:29 PM,Default Outlet,Delivery,# 22,30-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006606,Completed,30-05-2024 10:04:40 PM,Default Outlet,Delivery,# 19,30-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Combo Offer 12” (qty: 1),,,799.00
006605,Completed,30-05-2024 09:59:37 PM,Default Outlet,Dine-in,# 23,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 5,Soft Drinks (qty: 1),,,25.00
006604,Completed,30-05-2024 09:54:44 PM,Default Outlet,Dine-in,# 21,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 5,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 1),,,425.00
006603,Completed,30-05-2024 09:54:14 PM,Default Outlet,Dine-in,# 14,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 2),,,450.00
006602,Completed,30-05-2024 09:46:53 PM,Default Outlet,Dine-in,# 12,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,Four Season (qty: 1) + Large (৳620.00) | BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 6) | Fresh Water (qty: 1),,,"1,140.00"
006601,Completed,30-05-2024 09:43:59 PM,Default Outlet,Dine-in,# 17,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Fresh Water (qty: 1) | Soft Drinks (qty: 1),,,444.00
006600,Completed,30-05-2024 09:06:03 PM,Default Outlet,Dine-in,# 16,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ &amp; Sausage Combo Offer 12” (qty: 1) | Fresh Water (qty: 2),,,839.00
006599,Completed,30-05-2024 08:57:00 PM,Default Outlet,Delivery,# 13,30-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006598,Completed,30-05-2024 08:35:15 PM,Default Outlet,Dine-in,# 11,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Hot Coffee (qty: 1) | Fresh Water (qty: 1),,,389.00
006597,Completed,30-05-2024 07:45:59 PM,Default Outlet,Dine-in,# 10,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 2,Mexican Hot (qty: 1) + Small (৳250.00) | Chicken Chowmein 1:2 (qty: 1) | Soft Drinks (qty: 1) | Fresh Water (qty: 1),,,475.00
006596,Completed,30-05-2024 07:37:50 PM,Default Outlet,Dine-in,# 9,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Chowmein 1:2 (qty: 1) | Chicken Pop (qty: 1) | Mixed Pasta (qty: 1) | Soft Drinks (qty: 2),,,610.00
006595,Completed,30-05-2024 07:03:37 PM,Default Outlet,Dine-in,# 7,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006594,Completed,30-05-2024 07:03:00 PM,Default Outlet,Delivery,# 8,30-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Mixed 12” (qty: 1),,,400.00
006593,Completed,30-05-2024 06:44:33 PM,Default Outlet,Dine-in,# 5,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Chocolate Cold Coffee (qty: 2),,,459.00
006592,Completed,30-05-2024 06:35:35 PM,Default Outlet,Dine-in,# 6,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage Offer (qty: 1) + 9” (৳299.00),,,299.00
006591,Completed,30-05-2024 05:12:08 PM,Default Outlet,Takeaway,# 4,30-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 3) + 6” (৳199.00),,,597.00
006590,Completed,30-05-2024 05:05:37 PM,Default Outlet,Dine-in,# 3,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 2),,,450.00
006589,Completed,30-05-2024 02:43:05 PM,Default Outlet,Dine-in,# 1,30-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 2),,,450.00
006588,Completed,29-05-2024 10:56:04 PM,Default Outlet,Delivery,# 34,29-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 2) + 12” (৳399.00),,,798.00
006587,Completed,29-05-2024 10:51:41 PM,Default Outlet,Dine-in,# 33,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 6” (৳199.00),,,199.00
006586,Completed,29-05-2024 10:13:38 PM,Default Outlet,Delivery,# 32,29-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006585,Completed,29-05-2024 08:50:59 PM,Default Outlet,Dine-in,# 30,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Soft Drinks (qty: 2),,,349.00
006584,Completed,29-05-2024 08:48:03 PM,Default Outlet,Dine-in,# 31,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage Offer (qty: 1) + 6” (৳199.00) | Chocolate Cold Coffee (qty: 1) | Fresh Water (qty: 1),,,299.00
006583,Completed,29-05-2024 08:41:54 PM,Default Outlet,Dine-in,# 27,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ &amp; Sausage Mixed 12” (qty: 1) | Soft Drinks (qty: 3),,,475.00
006582,Completed,29-05-2024 08:23:49 PM,Default Outlet,Dine-in,# 19,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Soft Drinks (qty: 5) | Chicken Chowmein 1:2 (qty: 2),,,884.00
006581,Completed,29-05-2024 08:23:18 PM,Default Outlet,Dine-in,# 22,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006580,Completed,29-05-2024 08:21:29 PM,Default Outlet,Dine-in,# 28,29-05-2024,Default Shift,Default Terminal,Admin,Admin,,Chicken Chowmein 1:2 (qty: 2),,,360.00
006579,Completed,29-05-2024 08:19:12 PM,Default Outlet,Delivery,# 24,29-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006578,Completed,29-05-2024 08:08:14 PM,Default Outlet,Dine-in,# 23,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 7,Chicken Sausage Offer (qty: 1) + 6” (৳199.00) | Soft Drinks (qty: 2),,,249.00
006577,Completed,29-05-2024 07:56:56 PM,Default Outlet,Dine-in,# 21,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | BBQ Chicken Offer (qty: 1) + 6” (৳199.00),,,498.00
006576,Completed,29-05-2024 07:36:19 PM,Default Outlet,Dine-in,# 18,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Chocolate Cold Coffee (qty: 2) | Potato Masala Wedges (qty: 1),,,549.00
006575,Completed,29-05-2024 07:35:54 PM,Default Outlet,Delivery,# 20,29-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 6” (৳199.00),,,199.00
006574,Completed,29-05-2024 07:34:42 PM,Default Outlet,Dine-in,# 17,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | Soft Drinks (qty: 2),,,449.00
006573,Completed,29-05-2024 06:52:03 PM,Default Outlet,Dine-in,# 14,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,Mixed Pasta (qty: 1) | Potato Masala Wedges (qty: 1) | Cheesy Chicken Nachos (qty: 1) | Chocolate Cold Coffee (qty: 2) | Fresh Water (qty: 1),,,690.00
006572,Completed,29-05-2024 06:51:35 PM,Default Outlet,Dine-in,# 15,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 2,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006571,Completed,29-05-2024 06:33:10 PM,Default Outlet,Dine-in,# 13,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 2) + 12” (৳399.00) | Fresh Water (qty: 2) | Soft Drinks (qty: 4),,,938.00
006570,Completed,29-05-2024 06:18:40 PM,Default Outlet,Dine-in,# 12,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Soft Drinks (qty: 1) + 6” (৳199.00) | BBQ Chicken Offer (qty: 1),,,523.00
006569,Completed,29-05-2024 05:37:40 PM,Default Outlet,Delivery,# 11,29-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006568,Completed,29-05-2024 05:37:23 PM,Default Outlet,Delivery,# 10,29-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006567,Completed,29-05-2024 04:31:20 PM,Default Outlet,Dine-in,# 9,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,Mixed Pasta (qty: 1) | Soft Drinks (qty: 1),,,255.00
006566,Completed,29-05-2024 04:27:23 PM,Default Outlet,Dine-in,# 7,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (৳399.00) | B.B.Q Meat Box (qty: 1) | Soft Drinks (qty: 2),,,678.00
006565,Completed,29-05-2024 04:10:44 PM,Default Outlet,Dine-in,# 8,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 8,Chicken Chowmein 1:2 (qty: 1) + 9” (৳299.00) | BBQ Chicken Offer (qty: 2) | Soft Drinks (qty: 2) | Fresh Water (qty: 1),,,848.00
006564,Completed,29-05-2024 03:15:32 PM,Default Outlet,Dine-in,# 5,29-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken Offer (qty: 1) + 9” (৳299.00) | Fresh Water (qty: 1) | Soft Drinks (qty: 1),,,344.00
006563,Completed,29-05-2024 02:59:48 PM,Default Outlet,Delivery,# 6,29-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken Offer (qty: 1) + 9” (৳299.00),,,299.00
006562,Completed,29-05-2024 01:39:11 PM,Default Outlet,Takeaway,# 4,29-05-2024,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Combo Offer 9” (qty: 1),,,599.00
006561,Completed,28-05-2024 10:31:06 PM,Default Outlet,Dine-in,# 23,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken Offer (qty: 1) + 12” (৳399.00),,,399.00
006560,Completed,28-05-2024 10:18:10 PM,Default Outlet,Dine-in,# 25,28-05-2024,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken Offer (qty: 3) + 9” (৳299.00),,,897.00
